branch,back_cagr,back_days_in_market,back_calmar,back_gross_return_percent,forward_cagr,forward_days_in_market,forward_calmar,forward_gross_return_percent
rsi-9-SPXL->-17-1-ERY,874.2349320809541,0.6429272396043272,118589265.7000088,-57.228559321583596,1296.792276856778,0.8864511764070442,77313256.87495294,-65.75620035893989
rsi-12-SPXL-<-76-1-ERY,322.76076416134254,0.6159601461483692,118002948.60022934,-92.32152359250163,500.7738387523229,0.806441994313848,56648774.539562814,-77.80917351063084
rsi-12-SPXL-<-78-1-ERY,322.76076416134254,0.6159601461483692,118002948.60022934,-92.32152359250163,500.7738387523229,0.806441994313848,56648774.539562814,-77.80917351063084
rsi-12-SPXL-<-80-1-ERY,322.76076416134254,0.6159601461483692,118002948.60022934,-92.32152359250163,500.7738387523229,0.806441994313848,56648774.539562814,-77.80917351063084
rsi-12-SPXL-<-77-1-ERY,322.76076416134254,0.6159601461483692,118002948.60022934,-92.32152359250163,500.7738387523229,0.806441994313848,56648774.539562814,-77.80917351063084
rsi-12-SPXL-<-79-1-ERY,322.76076416134254,0.6159601461483692,118002948.60022934,-92.32152359250163,500.7738387523229,0.806441994313848,56648774.539562814,-77.80917351063084
rsi-8-SPXL-<-75-1-ERY,189.1518953093527,0.4991352106816058,115026240.58963932,-87.68343323482766,1296.6854043744509,0.678317252287504,112047792.14614256,-69.76177552798065
rsi-7-SPXL->-25-1-SPXS,145.35844303745358,0.5473634609822444,114498606.4839473,-61.84058540551116,110.45849695140838,0.7492215504883043,125661256.5309364,-59.60158177606792
rsi-7-SPXL->-26-1-SPXS,145.35844303745358,0.5473634609822444,114498606.4839473,-61.84058540551116,110.45849695140838,0.7492215504883043,125661256.5309364,-59.60158177606792
rsi-7-SPXL->-27-1-SPXS,145.35844303745358,0.5473634609822444,114498606.4839473,-61.84058540551116,110.21985755521534,0.746886166573973,125661247.90128872,-59.456608707854166
rsi-7-SPXL->-28-1-SPXS,145.35844303745358,0.5473634609822444,114498606.4839473,-61.84058540551116,110.21985755521534,0.746886166573973,125661247.90128872,-59.456608707854166
rsi-7-SPXL->-29-1-SPXS,145.35844303745358,0.5473634609822444,114498606.4839473,-61.84058540551116,116.86699435447794,0.7447216644094709,125661456.33139081,-57.031991236935895
rsi-12-SPXL->-27-1-SQQQ,170.0527111695685,0.7283060264366867,113610929.19167161,-90.78549574940878,525.0789174917302,0.9140689456560654,343186008.261679,-68.5948552232297
rsi-12-SPXL->-25-1-SQQQ,170.0527111695685,0.7283060264366867,113610929.19167161,-90.78549574940878,525.0789174917302,0.9140689456560654,343186008.261679,-68.5948552232297
rsi-12-SPXL->-26-1-SQQQ,170.0527111695685,0.7283060264366867,113610929.19167161,-90.78549574940878,525.0789174917302,0.9140689456560654,343186008.261679,-68.5948552232297
rsi-6-SPXL->-27-1-SPXS,141.06667489313176,0.5042305633258672,113471548.16973041,-66.3139017976939,126.38914446439878,0.7118776378174874,146132732.31080452,-54.04257300423838
rsi-6-SPXL->-29-1-SPXS,141.06667489313176,0.5042305633258672,113471548.16973041,-66.3139017976939,130.71656953155613,0.7097131356529852,146132821.52233666,-52.323077436369736
rsi-6-SPXL->-25-1-SPXS,141.06667489313176,0.5042305633258672,113471548.16973041,-66.3139017976939,126.38914446439878,0.7118776378174874,146132732.31080452,-54.04257300423838
rsi-6-SPXL->-28-1-SPXS,141.06667489313176,0.5042305633258672,113471548.16973041,-66.3139017976939,126.38914446439878,0.7118776378174874,146132732.31080452,-54.04257300423838
